11.158333333333333 309 99 0 8
24.980555555555554 311 99 0 8
45.91388888888889 314 99 0 8
59.86944444444444 314 99 0 8
91.56944444444446 317 99 0 8
109.23611111111111 318 99 0 8
133.96944444444443 318 99 0 8
151.6361111111111 318 99 0 8
169.46944444444443 321 99 0 8
194.51388888888889 322 99 0 8
212.45833333333334 323 99 0 8
233.85833333333332 321 99 0 8
261.68055555555554 313 18 1 8
280.8266666666666 286 3 1 8
292.2488888888888 257 3 1 8
340.64888888888885 198 11 1 5
353.6488888888888 195 58 0 5
364.25999999999993 191 58 0 5
383.35999999999996 191 100 0 5
396.76 201 99 0 5
417.96 212 100 0 5
427.56 216 100 0 5
439.8377777777778 221 100 0 5
454.90805555555556 227 100 0 6
467.7969444444445 232 100 0 6
488.8636111111111 237 100 0 6
504.93027777777775 241 100 0 6
523.9080555555555 244 100 0 6
540.5747222222221 250 99 0 6
560.3302777777776 254 99 0 6
571.7969444444443 258 99 0 6
589.1302777777777 260 99 0 6
606.9302777777775 267 99 0 7
628.0858333333332 272 99 0 7
646.4858333333332 276 99 0 7
658.8858333333332 279 100 0 7
693.2302777777776 281 100 0 7
706.0655555555553 287 100 0 7
728.5433333333331 289 99 0 7
757.9433333333332 294 99 0 7
781.0433333333331 297 99 0 7
797.6544444444443 299 100 0 8
827.9544444444442 303 99 0 8
851.6766666666664 305 99 0 8
878.9655555555553 307 99 0 8
892.7433333333331 310 99 0 8
910.0211111111108 311 99 0 8
930.8211111111109 312 99 0 8
955.0877777777777 312 99 1 8
984.126111111111 262 5 1 8
999.5261111111109 231 3 1 8
1010.8594444444442 204 3 1 8
1024.1594444444443 171 3 1 6
1031.0038888888887 154 2 1 5
1043.0927777777774 136 3 1 3
1050.148333333333 127 3 1 3
1056.7594444444442 119 3 0 3
1063.0927777777774 114 2 0 3
1071.570555555555 109 11 0 3
1077.459444444444 106 29 0 3
1084.659444444444 108 54 0 3
1092.1927777777773 113 61 0 3
1100.0594444444441 118 65 0 3
1105.649722222222 125 71 0 3
1119.049722222222 134 78 0 3
1128.7830555555554 146 87 0 3
1143.7830555555554 150 99 0 3
1166.9830555555554 174 46 0 4
1176.3163888888887 168 53 0 4
1185.5941666666665 167 62 0 4
1204.260833333333 168 49 0 4
1211.7274999999997 168 53 0 4
1219.060833333333 165 62 0 4
1230.2608333333328 168 77 0 4
1240.0386111111106 176 89 0 4
1250.094166666666 181 93 0 4
1262.6416666666662 189 100 0 4
1284.6416666666662 198 99 0 5
1298.3749999999995 206 100 0 5
1325.0194444444442 218 99 0 5
1334.9749999999997 224 100 0 5
1355.508333333333 231 100 0 5
1373.9416666666664 237 100 0 6
1384.6527777777776 241 100 0 6
1398.097222222222 242 100 0 6
1414.5638888888884 247 100 0 6
1436.8749999999995 251 100 0 6
1450.930555555555 253 100 0 6
1476.5013888888884 255 100 0 6
1487.9236111111106 257 100 0 6
1499.4347222222218 259 100 0 7
1513.9902777777772 262 99 0 7
1531.5902777777774 264 100 0 7
1549.456944444444 268 99 0 7
1579.6791666666663 272 99 0 7
1594.9013888888885 274 100 0 7
1622.7013888888885 278 100 0 7
1647.6791666666663 281 100 0 7
1682.634722222222 286 100 0 7
1695.3458333333328 286 99 0 7
1711.2902777777774 287 99 0 7
1727.2902777777774 288 100 0 7
1743.3208333333328 290 99 0 7
1759.4874999999997 291 99 0 7
1775.5986111111108 290 99 0 7
1791.4874999999997 286 27 1 7
1806.3763888888886 268 25 1 7
1817.709722222222 255 32 1 7
1831.0986111111108 241 37 1 6
1846.898611111111 237 77 0 6
1865.098611111111 234 85 0 6
1890.8763888888886 232 77 0 6
1901.2763888888887 234 99 0 6
1922.8763888888886 243 99 0 6
1942.0097222222219 246 99 0 6
1958.6788888888887 249 99 0 6
1972.5677777777776 250 99 0 6
2001.123333333333 257 99 0 6
2015.4011111111108 257 99 0 6
2048.1566666666663 268 100 0 7
2069.2344444444443 271 100 0 7
2090.4677777777774 273 100 0 7
2102.6899999999996 275 100 0 7
2130.3899999999994 277 100 0 7
2142.701111111111 277 100 0 7
2161.234444444444 278 100 0 7
2179.9677777777774 281 100 0 7
2192.4566666666665 281 100 0 7
2211.1899999999996 281 100 0 7
2245.8222222222216 284 100 0 7
2258.4444444444443 284 100 0 7
2274.333333333333 286 99 0 7
2287.0444444444443 286 99 0 7
2315.9444444444443 289 100 0 7
2338.422222222222 289 100 0 7
2374.111111111111 292 100 0 7
2396.8999999999996 293 100 0 8
2419.7666666666664 294 100 0 8
2439.4333333333334 295 100 0 8
2452.5888888888885 296 100 0 8
2465.781944444444 295 100 0 8
2492.093055555555 296 100 0 8
2518.493055555555 297 99 0 8
2545.1597222222217 300 99 0 8
2561.8819444444434 301 100 0 8
2592.2819444444435 304 99 0 8
2612.74861111111 307 99 0 8
2629.8597222222215 308 99 0 8
2650.459722222221 309 99 0 8
2681.6597222222217 312 99 0 8
2716.4374999999995 313 99 0 8
2744.3486111111106 314 99 0 8
2775.8486111111106 315 99 0 8
2796.8274999999994 316 99 0 8
2817.960833333333 317 99 0 8
2842.6941666666667 318 99 0 8
2856.8275 318 99 0 8
2878.0941666666668 319 99 0 8
2892.2275 318 99 0 8
2924.1275 319 99 0 8
2949.016388888889 320 99 0 8
2977.3719444444446 319 99 0 8
2995.1497222222224 320 99 0 8
3009.371944444444 320 99 0 8
3030.794166666666 320 99 0 8
3048.571944444444 320 99 0 8
3084.2386111111105 321 99 0 8
3102.071944444444 321 99 0 8
3127.1163888888887 322 99 0 8
3159.3163888888885 322 99 0 8
3177.094166666666 320 99 0 8
3211.649722222222 311 25 1 8
3225.116388888888 303 25 1 8
3247.0497222222216 282 34 1 7
3262.1608333333324 272 41 0 7
3273.805277777777 262 60 0 6
3290.9386111111107 257 69 0 6
3305.0497222222216 254 78 0 6
3322.0497222222216 255 84 0 6
3349.9797222222214 252 62 1 6
3363.86861111111 250 61 1 6
3385.824166666666 247 74 0 6
3399.435277777777 245 83 0 6
3423.8352777777773 244 86 0 6
3448.7352777777774 249 99 0 6
3462.679722222222 251 99 0 6
3479.613055555555 254 99 0 6
3493.890833333333 257 99 0 6
3523.001944444444 262 99 0 7
3540.943055555555 268 99 0 7
3568.143055555555 272 99 0 7
3592.943055555555 279 100 0 7
3624.498611111111 284 100 0 7
3656.498611111111 288 100 0 7
3669.343055555555 289 100 0 7
3701.8986111111108 293 100 0 7
3734.898611111111 297 100 0 8
3748.1875 299 99 0 8
3764.854166666667 300 99 0 8
3781.5763888888887 301 100 0 8
3801.7097222222224 302 99 0 8
3822.043055555556 305 99 0 8
3845.843055555556 306 99 0 8
3859.576388888889 309 99 0 8
3873.223888888889 309 99 0 8
3890.446111111112 310 99 0 8
3918.1794444444454 312 99 0 8
3956.6794444444454 315 99 0 8
3970.679444444446 315 99 0 8
3994.8683333333342 311 99 1 8
4013.335000000001 277 7 1 8
4026.9461111111123 245 7 1 8
4038.835000000001 214 6 1 8
4054.4794444444456 176 7 1 6
4063.3011111111123 158 8 1 6
4074.345555555557 142 8 1 4
4083.2788888888904 134 10 1 4
4093.234444444446 128 9 0 4
4098.834444444446 126 32 0 4
4105.77888888889 125 55 0 4
4115.967777777779 131 65 0 4
4121.878888888889 133 76 0 4
4131.47888888889 144 97 0 4
4137.878888888889 144 97 0 4
4150.634444444445 164 99 0 4
4170.745555555556 181 99 0 4
4189.945555555556 192 99 0 4
4208.167777777779 205 99 0 5
4219.834444444446 210 99 0 5
4239.301111111112 219 99 0 5
4251.572777777778 222 99 0 5
4266.839444444445 229 99 0 5
4277.150555555556 232 99 0 6
4306.850555555557 243 92 0 6
4320.18388888889 240 63 1 6
4343.8838888888895 237 73 0 6
4370.217222222223 237 83 0 6
4402.08388888889 239 100 0 6
4420.973333333334 242 99 0 6
4445.773333333334 248 99 0 6
4456.9288888888905 251 99 0 6
4485.373333333335 256 99 0 6
4508.484444444446 260 99 0 6
4522.2622222222235 248 1 1 6
4534.373333333335 218 1 1 6
4551.173333333335 168 2 1 5
4559.506666666668 150 0 1 5
4567.062222222224 136 0 1 4
4577.995555555557 123 0 1 3
4585.662222222223 115 0 1 3
4591.773333333334 110 0 1 3
4603.1066666666675 102 6 0 3
4610.651111111112 97 37 0 3
4616.151111111112 99 46 0 3
4627.899444444445 106 59 0 3
4635.299444444445 111 72 0 3
4641.910555555556 119 77 0 3
4686.1772222222235 166 78 0 4
4699.555000000001 172 72 0 4
4707.24388888889 173 71 0 4
4719.093055555557 177 75 0 5
4733.3263888888905 183 85 0 5
4743.548611111113 184 85 0 5
4763.048611111113 195 99 0 5
